extracted_time_utc,filepath,duration,sample_rate,num_channels,md5,bit_rate,codec,tempocnn_bpm,key_temperley_predict,key_temperley_probability,key_krumhansl_predict,key_krumhansl_probability,key_edma_predict,key_edma_probability,loudness_ebur128_integrated_lufs,loudness_ebur128_range_lu,effnet_discogs_embeddings_mean,effnet_discogs_embeddings_std,effnet_discogs_embeddings_shape,music_cnn_embeddings_mean,music_cnn_embeddings_std,music_cnn_embeddings_shape,style_genre_discogs400,style_genre_discogs400_probability,vggish_voice,vggish_instrumental,effnet_discogs_danceable,effnet_discogs_not_danceable,emomusic_valence,emomusic_arousal
2025-02-09T22:35:45.474410+00:00,../data/raw/MusAV/audio_chunks/audio.004/3k/3knBY7RDVHQIXYhPVxw54d.mp3,30.0,44100.0,2,,96000,mp3,99.0,C major,0.789440393447876,E minor,0.7955908179283142,E minor,0.7603290677070618,-7.301063537597656,2.046138286590576,0.04574569687247276,0.12731516361236572,"(29, 1280)",0.013893368653953075,3.4527082443237305,"(19, 200)",Hip Hop---Horrorcore,0.15012478828430176,0.9982137084007263,0.0017862379318103194,0.9981068968772888,0.001893123029731214,0.4443590044975281,0.5556409955024719
2025-02-09T22:35:50.466969+00:00,../data/raw/MusAV/audio_chunks/audio.004/0D/0DvIRwRcYA62RUU1ohuEMu.mp3,30.0,44100.0,2,,96000,mp3,71.0,Eb minor,0.6427860856056213,Eb minor,0.8403385281562805,Eb minor,0.9422077536582947,-13.323454856872559,11.894350051879883,0.02670556679368019,0.07294674962759018,"(29, 1280)",-0.19309277832508087,3.2062363624572754,"(19, 200)","Folk, World, & Country---Folk",0.06301223486661911,0.9713377952575684,0.028662184253335,0.27965620160102844,0.720343828201294,0.5465635657310486,0.45343640446662903
2025-02-09T22:35:55.605929+00:00,../data/raw/MusAV/audio_chunks/audio.004/59/59yE5Hg5TSz86CoasCpDQw.mp3,30.00002267573696,44100.0,2,,96000,mp3,155.0,E major,0.7508965134620667,Ab minor,0.8660681247711182,Ab minor,0.9214493632316589,-6.061895370483398,0.5256881713867188,0.04507366195321083,0.13217873871326447,"(29, 1280)",0.1866384595632553,3.308112382888794,"(19, 200)",Rock---Power Metal,0.183278888463974,0.0818876102566719,0.9181123971939087,0.052946168929338455,0.947053849697113,0.3735332190990448,0.6264668107032776
2025-02-09T22:36:00.414000+00:00,../data/raw/MusAV/audio_chunks/audio.004/5u/5uRdrA2MOgkzCMz6HeybuJ.mp3,30.00002267573696,44100.0,2,,96000,mp3,78.0,A major,0.771385669708252,E major,0.7864577174186707,E major,0.8652545809745789,-8.223467826843262,2.344268321990967,0.04304708540439606,0.11151684820652008,"(29, 1280)",0.23212654888629913,3.4437825679779053,"(19, 200)",Rock---Punk,0.13019490242004395,0.891212522983551,0.1087874174118042,0.6532881855964661,0.3467118442058563,0.4299001097679138,0.5700998902320862
2025-02-09T22:36:05.306145+00:00,../data/raw/MusAV/audio_chunks/audio.004/3l/3ln6OppFo6QrW4ZkksFvtr.mp3,30.00002267573696,44100.0,2,,96000,mp3,104.0,G major,0.7433566451072693,B minor,0.910070538520813,B minor,0.955359935760498,-6.439927101135254,2.2704505920410156,0.03756053373217583,0.08973977714776993,"(29, 1280)",0.44545161724090576,2.3566715717315674,"(19, 200)",Rock---Blues Rock,0.10029950737953186,0.894141674041748,0.10585831850767136,0.29094213247299194,0.7090578675270081,0.4805574417114258,0.519442617893219
2025-02-09T22:36:10.183737+00:00,../data/raw/MusAV/audio_chunks/audio.004/0c/0crcJJ2SqTlj7UQLZGT3Fy.mp3,30.00002267573696,44100.0,2,,96000,mp3,90.0,C major,0.8666145205497742,C major,0.9022824168205261,C major,0.8212664127349854,-6.950519561767578,1.6153860092163086,0.03621765598654747,0.11243413388729095,"(29, 1280)",0.40167731046676636,2.782747745513916,"(19, 200)",Hip Hop---Trap,0.08631587028503418,0.9991886615753174,0.0008113222429528832,0.9826897978782654,0.017310205847024918,0.4415159225463867,0.5584840774536133
2025-02-09T22:36:15.084773+00:00,../data/raw/MusAV/audio_chunks/audio.004/6z/6zwUagp1dZwCGmWrsg94ig.mp3,30.00002267573696,44100.0,2,,96000,mp3,95.0,C# major,0.5826564431190491,Bb minor,0.7684886455535889,Bb minor,0.8326433300971985,-8.903197288513184,1.218775749206543,0.047821611166000366,0.1264590173959732,"(29, 1280)",0.021576983854174614,3.604987621307373,"(19, 200)",Hip Hop---Gangsta,0.25415751338005066,0.9713249206542969,0.02867511659860611,0.999815821647644,0.00018420153355691582,0.45032528042793274,0.5496746897697449
2025-02-09T22:36:19.989236+00:00,../data/raw/MusAV/audio_chunks/audio.004/66/66KcXPDs1hr8T06KvlJCeA.mp3,30.00002267573696,44100.0,2,,96000,mp3,92.0,A minor,0.6617332100868225,A minor,0.8717489838600159,A minor,0.9286422729492188,-9.781667709350586,3.5869598388671875,0.0335819311439991,0.09507415443658829,"(29, 1280)",0.20030762255191803,2.826625347137451,"(19, 200)",Electronic---Downtempo,0.16259604692459106,0.042572982609272,0.9574269652366638,0.9974472522735596,0.0025528024416416883,0.5282883644104004,0.471711665391922
2025-02-09T22:36:24.875242+00:00,../data/raw/MusAV/audio_chunks/audio.004/6S/6SbsOmpnFBm7MlhrUd6kd3.mp3,30.00002267573696,44100.0,2,,96000,mp3,88.0,Bb major,0.8219577670097351,F major,0.8677279949188232,Bb major,0.8159766793251038,-10.115007400512695,4.416054725646973,0.032939497381448746,0.1114257276058197,"(29, 1280)",0.47961997985839844,1.8967912197113037,"(19, 200)","Folk, World, & Country---Folk",0.09501002728939056,0.207920104265213,0.7920799255371094,0.9434366822242737,0.05656333267688751,0.47825437784194946,0.5217456221580505
2025-02-09T22:36:29.691047+00:00,../data/raw/MusAV/audio_chunks/audio.004/3E/3EGzq5oQtJe4MxWv1fD2W0.mp3,30.0,44100.0,2,,96000,mp3,152.0,F major,0.8383047580718994,F major,0.7850562334060669,D minor,0.8167898058891296,-13.045194625854492,6.9907426834106445,0.03708373010158539,0.10185514390468597,"(29, 1280)",0.13034313917160034,2.5191197395324707,"(19, 200)",Stage & Screen---Score,0.14700531959533691,0.41969358921051025,0.5803064107894897,0.2152625173330307,0.7847374677658081,0.5129950046539307,0.4870050251483917
2025-02-09T22:36:34.581941+00:00,../data/raw/MusAV/audio_chunks/audio.004/3E/3e3wfDqtC7YPKsIAv5Lmuy.mp3,30.0,44100.0,2,,96000,mp3,100.0,F major,0.7504900097846985,A minor,0.8935996890068054,A minor,0.8408676981925964,-7.275681972503662,2.5478086471557617,0.051481943577528,0.14145977795124054,"(29, 1280)",0.34011998772621155,2.4887635707855225,"(19, 200)",Rock---Post-Metal,0.21963542699813843,0.9925748705863953,0.007425129413604736,0.7692814469337463,0.2307184934616089,0.4243174195289612,0.5756825804710388
2025-02-09T22:36:39.460507+00:00,../data/raw/MusAV/audio_chunks/audio.004/0m/0MC6LfBcq3EgLMThwvpZHj.mp3,30.0,44100.0,2,,96000,mp3,110.0,Ab major,0.5901935696601868,Eb major,0.6063773036003113,Bb minor,0.763152003288269,-11.79964828491211,2.005788803100586,0.030462780967354774,0.08237594366073608,"(29, 1280)",0.1644565612077713,2.572164535522461,"(19, 200)",Electronic---Ambient,0.09377020597457886,0.07370071113109589,0.9262992739677429,0.9766998291015625,0.023300152271986008,0.5535638928413391,0.4464361369609833
2025-02-09T22:36:44.295249+00:00,../data/raw/MusAV/audio_chunks/audio.004/0m/0Mtoo5cu3XyTo5eqUJhBeL.mp3,30.0,44100.0,2,,96000,mp3,90.0,F major,0.8939595222473145,F major,0.8614749312400818,F major,0.826170027256012,-11.859477996826172,1.799616813659668,0.04694783687591553,0.11908526718616486,"(29, 1280)",0.46963009238243103,1.9288015365600586,"(19, 200)",Reggae---Reggae,0.1739354431629181,0.8156334161758423,0.18436656892299652,0.9838228821754456,0.01617714762687683,0.5075616836547852,0.49243825674057007
2025-02-09T22:36:49.157986+00:00,../data/raw/MusAV/audio_chunks/audio.004/0m/0mXKXn2Hfs1hxGAv3KtogY.mp3,30.00002267573696,44100.0,2,,96000,mp3,90.0,C major,0.692347526550293,C major,0.8172762989997864,C major,0.8357188105583191,-9.869305610656738,1.661911964416504,0.05724909529089928,0.12814028561115265,"(29, 1280)",0.12643955647945404,3.324430465698242,"(19, 200)",Hip Hop---Instrumental,0.362103670835495,0.011579898186028004,0.9884201288223267,0.9995192885398865,0.00048071242053993046,0.619767963886261,0.380232036113739
2025-02-09T22:36:54.090882+00:00,../data/raw/MusAV/audio_chunks/audio.004/57/57P3ORpA0fXDOwyv4YpD4i.mp3,30.0,44100.0,2,,96000,mp3,104.0,G minor,0.40625450015068054,G minor,0.31937581300735474,Bb minor,0.2246888130903244,-17.19231605529785,5.764717102050781,0.04953809455037117,0.11850140988826752,"(29, 1280)",0.08144915103912354,1.7238768339157104,"(19, 200)",Non-Music---Spoken Word,0.34632939100265503,0.3559577167034149,0.6440422534942627,0.09138364344835281,0.9086163640022278,0.5382084250450134,0.4617915451526642
2025-02-09T22:36:58.949652+00:00,../data/raw/MusAV/audio_chunks/audio.004/3B/3BL44XXgzNUUpBocOKnl1U.mp3,30.00002267573696,44100.0,2,,96000,mp3,122.0,G minor,0.6249321103096008,C major,0.6668205261230469,C major,0.6744707226753235,-17.13397216796875,4.610445022583008,0.032599616795778275,0.09435426443815231,"(29, 1280)",0.30043911933898926,2.3015198707580566,"(19, 200)",Classical---Neo-Romantic,0.11873006820678711,0.012203523889183998,0.9877964854240417,0.006586463190615177,0.9934135675430298,0.5138608813285828,0.48613908886909485
2025-02-09T22:37:03.840269+00:00,../data/raw/MusAV/audio_chunks/audio.004/6f/6fpN2CJ2WTEWQhOEdtW57E.mp3,30.0,44100.0,2,,96000,mp3,79.0,Eb major,0.8124561309814453,Bb major,0.7566655874252319,C minor,0.8475203514099121,-16.51393699645996,10.331121444702148,0.03232678771018982,0.08725468814373016,"(29, 1280)",0.31833308935165405,2.3105626106262207,"(19, 200)",Rock---Folk Rock,0.08920400589704514,0.8613892793655396,0.13861073553562164,0.0037019094452261925,0.99629807472229,0.5171130299568176,0.48288694024086
